datadate,Gross Profit Margin,Operating Profit Margin,Net Profit Margin,Current Ratio,Debt-to-Equity Ratio,P/E Ratio,EV/EBITDA,P/S Ratio,ROIC,Net Debt/EBITDA,Interest Coverage,FCF Yield
2015-03-31,0.35875324509511847,-0.02695450483040388,-0.16404328212112185,1.3325316174515287,2.300174213707798,-154.7100793223549,-981.007923738849,25.379149189258204,-0.056560797143291076,-39.45290913397015,-0.7264437689969604,-0.0189237113571724
2015-06-30,0.3191273916831418,-0.08251411553798212,-0.19291270147103173,1.102430057524195,2.792635913366316,-185.07664055757297,-451.3060858640338,35.703634709144524,-0.06784832634018555,-18.608789451642785,-2.149923605805959,-0.026689962177525856
2015-09-30,0.3649295625802608,-0.07824173853450457,-0.24536795372277,1.1742615136596037,1.507157765985931,-141.46041643101395,-459.74885941934076,34.7098529124488,-0.06973741296400236,-16.12562759222877,-1.7830106062080378,-0.03988595282779437
2015-12-31,0.2983308354880681,-0.09602430870073617,-0.2638358668621024,0.9912274160823842,1.8737189423882221,-98.45071661095454,-282.97160835262844,25.97483016024638,-0.10238553499978749,-12.468956350227254,-2.4437831380849593,-0.05552555404034627
2016-03-31,0.3565046972750922,-0.08000013948849569,-0.2460812450743125,1.0162637689443075,2.560200543094609,-108.96262283582567,-353.1929477790855,26.81365789400269,-0.08170535509078372,-18.022808508783402,-1.8454298642533935,-0.010034382052230947
2016-06-30,0.3606313931230842,-0.043155327842068256,-0.23085360274704983,1.3816109477368863,1.039562051094039,-107.16886161780154,-572.8475076631148,24.740317806769514,-0.057037182294560465,0.4378557874762817,-0.9740527475652235,-0.01802596270509483
2016-09-30,0.399054835549043,0.15927743909336609,0.009518646592726531,1.2670058470650771,0.9115578954279968,1397.2389957948624,82.39804460117621,13.299824206547406,0.004269787826010928,-1.1029476438789463,6.299605940151085,-0.01285955181468187
2016-12-31,0.33362849405440087,0.03586662353789299,-0.053110108371986556,1.0742733187975642,1.2737162551539467,-284.5296166049927,467.17523480022464,15.111398772930947,-0.011227868157842893,45.85320104464133,1.0066090118421698,-0.03935031215872543
2017-03-31,0.38740482221735956,0.06900384605399311,-0.12249403805998657,1.125283426833566,1.453045370037887,-138.3288609258289,267.8913814880706,16.944460755043078,-0.02699421933664463,22.33317388056091,1.5169919932162483,-0.012837810288359355
2017-06-30,0.37847801640188744,0.05314643149431971,-0.12059154912410824,0.9714480806494608,1.4132086713181524,-179.36940409694498,439.89789504569836,21.630434305518765,-0.027302192270342807,32.900967926882736,1.0306866609659275,-0.02953677173472028
2017-09-30,0.284709055424795,-0.045182808848534595,-0.20751874157152786,1.0927188998506712,2.0495629823325157,-92.52957605719305,-472.5268931304502,19.20162118153568,-0.043108152830378436,-47.550631785015135,-0.8733687803172095,-0.05775662922886199
2017-12-31,0.2762540184760947,-0.039089193062934104,-0.20538286486211965,0.8561306219029613,2.238778903824705,-77.81882868142445,-462.7674870657798,15.982653974805437,-0.04921124291269932,-53.89094799081961,-0.733383543588778,-0.08010452534772325
2018-03-31,0.2560348350466197,-0.053022646711361435,-0.20815571451244166,0.7379948046086873,1.9819461904264393,-63.66782303174824,-294.39235425277053,13.252821194625243,-0.053463326906893024,-44.445925384943095,-1.0736281230323264,-0.020129863338186067
2018-06-30,0.272578219498075,-0.01148534404935647,-0.17928475392849635,0.7329101505880634,2.450271744904095,-81.4986533136178,-1474.3227576304741,14.611466004835801,-0.05323694964332811,-202.13918680792744,-0.2563949532022177,-0.024826524935534302
2018-09-30,0.296947151352065,0.13858569227858866,0.0456472959652354,0.8102535527211169,2.1572274275545054,145.8310554193043,57.24006050122335,6.656793347647629,0.021883151099015157,9.206289927952582,5.0516290994551865,-0.022449439264318787
2018-12-31,0.2684294340628461,0.12675118978703337,0.019303273113158784,0.8312845221482175,1.920290142087238,411.82279130790135,71.6764761630243,7.949527814839813,0.009701614308891698,8.958896720996453,5.001490801264724,-0.024435451362597765
2019-03-31,0.22753015327216072,-0.0023743444845098407,-0.15460543120015924,0.8306813952481933,2.352442984577892,-69.22692148945715,-5473.9868793471205,10.702858047537095,-0.04547507065739257,-966.2761754613745,-0.06537013573563379,-0.006500675023349668
2019-06-30,0.23617236533013658,0.08322613626270063,-0.06430784814847246,1.0618618252825467,2.1537883746577005,-98.0219826906405,93.22177553982429,6.303582778081905,-0.022653582718358916,17.481352384953233,2.950982527264503,-0.001114483713515939
2019-09-30,0.2732191417864271,0.12570864655093084,0.022762523679726348,1.0782574413561994,2.0501655629139073,302.20186939338817,66.16182268869807,6.878877208124566,0.007787493893502686,11.441026650713598,4.127375395899317,-0.004397854075273431
2019-12-31,0.2601570964247021,0.1187703141928494,0.014219934994582881,1.1346207931002157,1.9079782411604715,721.1212380952381,95.66787913340934,10.25429712892741,0.005455962587685113,9.330672748004561,4.872222222222222,-0.007329855239981442
2020-03-31,0.30258980785296574,0.14369256474519632,0.0026733500417710945,1.2425329551143,1.2755914095715688,6058.75,120.77558139534884,16.19715956558062,0.0007665037846124365,8.054651162790698,4.804469273743017,0.00390963482566536
2020-06-30,0.3384691848906561,0.18273691186216037,0.017229953611663355,1.2498777506112468,1.1687468290208016,1931.198653846154,188.12661831368993,33.27446322067595,0.00486595236981238,6.037171350861287,6.127777777777778,0.0002788224491505027
2020-09-30,0.3017899897389123,0.1539163151294037,0.03773800022802417,1.6346414073071718,0.7322063501964943,1228.7053776435046,301.5996148148148,46.368883821685095,0.011919766646260219,0.33925925925925926,7.670454545454546,-0.0017654226387373855
2020-12-31,0.2498138495904691,0.11103871928518243,0.02513030528667163,1.8751403705783267,0.48989876265466814,2509.0488888888885,562.5886001676446,63.053164556962024,0.008153897260894513,-5.259849119865884,7.647435897435898,-0.0030098464343578917
2021-03-31,0.2729810376359611,0.1072287996919819,0.042159976898642794,1.660617059891107,0.451101359864448,1468.5310273972602,572.9637253141831,61.91323419000866,0.013113772455089821,-4.429982046678636,9.771929824561404,-0.00038245282199577595
2021-06-30,0.2981267770530189,0.16859006522829906,0.0955009198862686,1.5083379146050944,0.3740525721657797,585.6609457092819,329.0688492063492,55.93115905669845,0.033507423273282086,-2.689484126984127,20.571428571428573,-0.0012843423270189741
2021-09-30,0.3213636694046667,0.20469579123355383,0.11761285163916552,1.3850756190792755,0.29819243706797766,481.2001977750309,274.2492613636364,56.595327469651814,0.046070615034168566,-2.2357954545454546,35.2,-0.00241978390661833
2021-12-31,0.32140639990970143,0.19532705005925843,0.1309893334838309,1.3752854605430094,0.22909006591804962,470.33767341663076,312.7635770008668,61.609218353180204,0.06255221668238782,-2.6521236636810173,61.80357142857143,-0.0027966743374139864
2022-03-31,0.3380251652804436,0.2390168479419919,0.17690339091490723,1.3539967373572595,0.1457239254804166,336.4658227848101,246.51095248717374,59.521944977607156,0.08496363822595514,-2.5172875306714255,73.49180327868852,0.0024283550174418775
2022-06-30,0.3044762017243416,0.2083382543994331,0.13340025983229006,1.4308235186288438,0.12975588299978008,310.32767596281536,195.14915532879817,41.39779260659029,0.05496885341639089,-3.5555555555555554,80.18181818181819,3.70882727423648e-05
2022-09-30,0.2954227649855505,0.21646313041856996,0.15344457909946863,1.4623542318475478,0.10014805149180699,254.45306804374243,177.01216623600345,39.0444439265405,0.07508781533689156,-3.362403100775194,87.62264150943396,-0.0007891034483581933
2022-12-31,0.278230117608356,0.20248375688790196,0.15161608684924746,1.53195552061103,0.08413117394416607,105.70694873881206,75.75355808285947,16.026873920552678,0.07607551841535129,-3.397847278635256,149.21212121212122,-0.005744833139666515
2023-03-31,0.2382013802563333,0.15902953405632475,0.10772000514381243,1.567174515235457,0.07618512506763225,261.6158933545563,172.54090026954177,28.181265377855887,0.04859325147442715,-4.666846361185984,127.93103448275862,0.002489958258443187
2023-06-30,0.2281461868656477,0.14253620572070447,0.10843663497412444,1.5901348216874456,0.07437903383532173,307.38364039955604,228.87981424148606,33.33164761102419,0.04920539566380864,-4.9670700816211655,126.89285714285714,-0.000698073574499459
2023-09-30,0.23182012847965738,0.12843683083511778,0.0793576017130621,1.6901651651651652,0.10487038491751767,429.27651376146787,259.12183394464824,34.06635460385439,0.03136796844582127,-6.116372124041347,78.92105263157895,-0.004516943617455582
2023-12-31,0.2252950292049112,0.13096515277943338,0.3150156951563555,1.7258939752330598,0.10422454258070696,99.82452068617559,234.02451456310678,31.446290777605594,0.11462942078019722,-6.087378640776699,54.032786885245905,-0.007079779754786655
2024-03-31,0.23200788695366414,0.1134688512276419,0.06525515234026572,1.7157844701728178,0.1047873497157414,403.3052589928057,224.77422838229208,26.317746115205857,0.019543332770935267,-7.163839470417874,31.80263157894737,-0.0006421756225103321
2024-06-30,0.2296470588235294,0.13745098039215686,0.054901960784313725,1.9105268852104296,0.14297105374014563,451.4490857142857,175.02131811697575,24.785439999999998,0.018428084400626554,-5.300713266761769,40.75581395348837,-0.0024429269606609017
2024-09-30,0.25196568977841316,0.16360892701135732,0.08629179572710666,1.8438368708506394,0.13863665613247345,386.12398067188224,198.47073058252428,33.31933166547534,0.02729008112927938,-5.181553398058252,44.78260869565217,-0.005294098935362901
2024-12-31,0.22075699225891782,0.12004512389621504,0.0827790096082779,2.024912390270983,0.1420871449535748,610.3145864661653,413.25840570317564,50.52123701715486,0.025554501459056356,-7.593648736228127,32.145833333333336,-0.006356884357925113
2025-03-31,0.23791052495474527,0.10033617791569692,0.021153348849237134,1.996067623432931,0.13460945976718952,2040.3305623471883,417.6351546391753,43.159824153090256,0.004828693537342684,-12.517010309278351,21.318681318681318,0.0005368515001644107
2025-06-30,0.23608641536273114,0.10472972972972973,0.05209815078236131,2.0372234070914423,0.1319554026437644,873.8360409556315,424.418013582343,45.52524182076814,0.013391836921248686,-10.274617996604414,27.3953488372093,-0.0014939424441976368
2025-09-30,0.23772913329773981,0.12411461114077238,0.04886990567716676,2.0662511984659635,0.1368388145554583,1076.6564311726147,415.7735245196444,52.616098238120664,0.015102350598924246,-8.158015486091196,45.88157894736842,-0.0017906316856112388
